Result,WhiteElo,BlackElo,Event_enc,ECO_enc,Termination_enc,TimeControl_enc
1,1500,1507,3,262,0,0
1,1500,1507,3,230,0,0
1,1507,1500,3,45,1,0
1,1457,1518,3,100,0,0
2,1500,1872,3,220,1,0
1,1684,1872,3,250,0,0
2,1872,1500,3,241,0,0
1,1479,1500,3,260,0,0
1,1500,1500,3,122,1,0
2,1500,1443,3,233,1,0
1,1623,1500,3,45,1,0
1,1872,1623,3,40,0,0
2,1623,1872,3,300,0,0
2,1500,1872,3,230,1,0
1,1500,1637,3,230,0,0
1,1616,1500,3,42,1,0
1,1637,1814,3,222,0,0
1,1826,1500,3,123,1,0
2,1500,1826,3,101,1,0
1,1637,1500,3,120,1,0
2,1500,1500,3,233,1,0
2,1509,1577,3,301,0,0
1,1620,1500,3,127,1,0
2,1500,1620,3,233,1,0
1,2017,1994,3,112,0,0
1,1436,1572,3,4,0,0
2,1601,1618,3,0,0,0
1,1662,1337,3,241,0,0
2,2017,2064,3,245,1,0
1,1662,1500,3,100,0,0
1,1500,1500,3,120,1,0
2,1559,1675,3,0,0,0
1,1994,2070,3,145,0,0
2,1895,1991,3,304,0,0
2,1500,1637,3,233,1,0
1,1500,1725,3,253,0,0
1,1662,1500,3,120,1,0
1,1722,1727,3,255,0,0
1,1383,1750,3,300,0,0
2,1658,1698,3,0,0,0
1,1991,1994,3,112,0,0
2,1500,1752,3,127,1,0
1,1752,1500,3,121,0,0
2,1752,1501,3,230,1,0
1,1500,1812,3,121,1,0
2,1500,1500,3,0,0,0
2,1500,1812,3,0,1,0
2,1812,1689,3,230,1,0
1,1440,1376,3,0,1,0
1,1609,1587,3,237,0,0
2,1500,1872,3,300,1,0
1,1872,1689,3,262,0,0
3,1552,1635,3,220,0,0
1,1500,1725,3,300,0,0
1,1662,1337,3,1,0,0
2,1500,1812,3,120,0,0
3,1570,1487,3,100,0,0
2,1279,1720,3,0,0,0
2,1613,1570,3,40,0,0
3,1644,1795,3,241,0,0
2,1856,1500,3,233,1,0
3,2263,2159,3,478,0,0
1,1500,1500,3,7,0,0
2,1856,1500,3,230,1,0
1,1589,1557,3,4,0,0
1,1727,1856,3,120,1,0
1,1433,1856,3,42,1,0
2,1551,1690,3,0,0,0
1,1690,1585,3,100,0,0
1,1547,1598,3,335,0,0
1,1672,1641,3,0,0,0
2,1994,2099,3,118,0,0
1,1789,1792,3,241,0,0
2,1500,1500,3,200,0,0
2,1588,1560,3,200,0,0
1,1898,1765,3,331,0,0
2,1500,1500,3,107,0,0
2,2016,2099,3,115,1,0
2,1500,1500,3,244,0,0
2,1551,1543,3,222,0,0
2,1421,1675,3,101,0,0
2,1500,1981,3,332,1,0
2,2033,1988,3,303,0,0
3,1500,1500,3,300,0,0
1,1350,1500,3,100,0,0
2,1561,1533,3,220,0,0
2,1862,1765,3,220,1,0
1,1685,1412,3,100,0,0
1,1500,1500,3,313,0,0
1,1571,1576,3,270,0,0
2,1500,1689,3,220,1,0
2,1337,1662,3,302,0,0
1,1500,1500,3,107,0,0
1,1500,1500,3,220,0,0
2,1566,1582,3,255,0,0
2,1526,1702,3,120,0,0
2,1854,2013,3,20,0,0
2,1733,1765,3,300,0,0
1,1920,2033,3,202,0,0
1,1733,2027,3,300,0,0
1,1894,1313,3,0,0,0
1,1733,1500,3,40,1,0
1,1279,1720,3,0,0,0
1,1848,1500,3,242,0,0
1,1552,1542,3,20,0,0
1,1500,1644,3,325,0,0
1,1489,1510,3,320,0,0
1,1707,1327,3,13,0,0
2,1500,1500,3,220,0,0
1,1695,1318,3,102,0,0
2,1432,1881,3,202,1,0
2,1592,1556,3,40,0,0
1,1835,1500,3,210,1,0
1,1835,1500,3,302,1,0
2,1765,1684,3,470,0,0
2,1722,1575,3,202,0,0
3,1765,1748,3,425,0,0
2,1500,1500,3,120,1,0
2,1816,1617,3,200,0,0
2,1598,1177,3,220,0,0
2,1500,1834,3,88,1,0
1,1834,2033,3,331,0,0
1,1917,1337,3,107,1,0
2,1500,1500,3,144,0,0
2,1337,1500,3,123,1,0
2,1673,1500,3,0,0,0
1,1765,1773,3,470,0,0
2,1655,1765,3,244,0,0
3,1953,1765,3,262,0,0
1,1589,1492,3,4,0,0
2,1256,1639,3,220,1,0
1,1500,1953,3,258,0,0
2,1953,1500,3,113,0,0
2,1475,1605,3,40,0,0
1,1999,1988,3,112,0,0
1,1988,1999,3,321,1,0
1,1730,1164,3,1,0,0
1,1405,1500,3,40,0,0
1,1500,1500,3,153,0,0
1,2124,1914,3,483,0,0
2,1914,2006,3,120,0,0
1,2016,2124,3,172,1,0
1,1388,1968,3,220,0,0
2,1658,2006,3,10,0,0
2,1500,1658,3,101,0,0
2,1658,1500,3,246,0,0
1,2006,1658,3,202,0,0
2,1658,2006,3,8,0,0
2,1500,1658,3,107,1,0
2,2124,2319,3,325,1,0
1,1610,1691,3,101,0,0
2,1603,1728,3,250,0,0
2,1429,1413,3,100,0,0
2,1721,1764,3,106,1,0
2,2124,1884,3,31,1,0
1,1569,1389,3,102,0,0
2,1884,2124,3,316,0,0
2,1871,1765,3,236,0,0
1,1500,1500,3,220,0,0
2,1295,1509,3,202,0,0
2,1500,1500,3,0,1,0
3,1662,1337,3,4,0,0
2,1658,1765,3,250,0,0
2,1500,1658,3,122,1,0
1,1765,1658,3,43,0,0
2,1500,1585,3,0,1,0
1,1999,1757,3,140,0,0
1,1788,1679,3,240,0,0
2,1658,1765,3,241,0,0
1,1500,1880,3,205,0,0
1,1765,1658,3,43,0,0
2,1658,1765,3,13,0,0
1,1765,1500,3,320,0,0
1,1765,1658,3,57,0,0
2,2025,2482,3,300,0,0
1,1765,1658,3,43,0,0
2,1500,1627,3,262,0,0
1,2482,1811,3,306,0,0
2,1811,2482,3,200,0,0
3,1721,1765,3,245,0,0
1,1658,1500,3,101,1,0
2,1721,1765,3,310,0,0
2,1957,2078,3,0,0,0
1,1708,1520,3,240,0,0
1,1443,1098,3,454,1,0
2,1098,1771,3,250,1,0
2,1098,1771,3,1,1,0
2,1658,1881,3,0,0,0
1,1771,1098,3,45,1,0
2,1098,1771,3,223,1,0
1,1500,1765,3,266,0,0
1,1765,1744,3,414,1,0
1,1765,1744,3,424,1,0
2,1744,1765,3,311,1,0
3,1765,1500,3,470,0,0
1,1500,1497,3,261,0,0
3,1874,1625,3,0,0,0
1,1881,1775,3,245,0,0
2,1500,1544,3,320,0,0
2,1765,1500,3,470,0,0
2,1500,1765,3,262,0,0
2,1691,1765,3,320,1,0
1,1765,1999,3,331,0,0
1,1500,1500,3,127,0,0
2,2214,2289,3,4,0,0
2,1597,1695,3,332,0,0
2,1765,1765,3,350,0,0
2,1967,1765,3,255,0,0
1,1500,1967,3,113,0,0
1,1664,1640,3,40,0,0
2,1514,1714,3,224,0,0
1,1765,1658,3,43,0,0
2,1500,1658,3,0,1,0
2,1891,1722,3,120,0,0
1,1891,1500,3,221,0,0
1,1689,1500,3,220,0,0
2,1826,1699,3,106,0,0
1,1500,1699,3,330,1,0
1,1909,1386,3,200,0,0
2,1814,1826,3,200,0,0
1,1871,1814,3,202,0,0
2,1419,1389,3,300,0,0
3,1560,1493,3,4,0,0
1,1699,1736,3,110,0,0
2,1500,1765,3,302,0,0
2,1558,1500,3,121,0,0
2,1798,1500,3,192,1,0
1,1861,1798,3,184,1,0
2,1798,1500,3,103,1,0
1,1500,1765,3,266,0,0
2,1592,1558,3,10,1,0
1,1761,1753,3,300,1,0
1,1500,1753,3,262,0,0
2,1500,1765,3,1,0,0
2,1629,1794,3,57,1,0
2,1448,1500,3,244,0,0
1,1480,1448,3,100,1,0
2,1774,1500,3,310,0,0
2,1699,1701,3,253,0,0
2,1774,1950,3,470,0,0
2,1557,1395,3,46,0,0
2,1661,2081,3,269,1,0
1,1661,1846,3,241,0,0
2,2173,1876,3,302,1,0
2,2081,1876,3,246,0,0
1,1876,1846,3,221,0,0
3,1510,1489,3,0,0,0
2,1669,1651,3,257,0,0
2,2081,1500,3,249,0,0
1,1480,1558,3,4,0,0
2,1729,1851,3,241,0,0
2,1803,1761,3,245,1,0
1,1600,1616,3,300,0,0
2,1889,1667,3,120,1,0
1,1328,1516,3,330,0,0
2,1846,1641,3,242,0,0
1,1619,1634,3,102,0,0
2,1619,2081,3,245,0,0
1,1846,1889,3,245,0,0
2,1611,1846,3,241,0,0
2,1177,1557,3,301,0,0
2,1684,1761,3,245,0,0
1,1667,1571,3,244,0,0
2,1094,1962,3,45,1,0
2,1500,1560,3,0,1,0
1,2016,1811,3,22,0,0
2,1413,1540,3,241,0,0
2,1403,1548,3,0,0,0
1,1803,1646,3,0,1,0
1,1872,1500,3,302,1,0
1,2173,1884,3,80,0,0
2,1872,1884,3,248,0,0
1,1500,1448,3,100,0,0
1,1500,1448,3,100,0,0
1,1884,1812,3,4,1,0
2,1500,1500,3,150,0,0
1,1774,1500,3,240,1,0
2,1774,1872,3,246,1,0
2,1420,1688,3,128,0,0
1,1872,1500,3,260,1,0
2,1500,1872,3,250,1,0
2,1872,1884,3,125,0,0
1,1884,1872,3,335,0,0
2,1336,1419,3,335,0,0
1,1881,1363,3,226,0,0
2,1509,1719,3,120,0,0
1,1823,1477,3,300,1,0
2,1470,1662,3,102,0,0
2,1477,1823,3,117,1,0
1,1872,1477,3,125,1,0
1,1823,1477,3,453,1,0
2,1477,1872,3,264,1,0
1,1500,1477,3,345,1,0
2,1823,1658,3,300,0,0
2,1575,1556,3,302,0,0
1,1872,1876,3,302,0,0
2,1836,1876,3,250,0,0
2,1560,1569,3,246,0,0
2,1569,1601,3,120,0,0
2,1569,1872,3,250,0,0
2,1872,1569,3,46,0,0
1,1990,1872,3,241,0,0
1,1683,1772,3,306,0,0
1,1990,1569,3,262,0,0
1,1555,1393,3,40,0,0
1,1872,1500,3,46,1,0
2,1500,1872,3,262,1,0
1,1872,1889,3,226,1,0
1,1889,1872,3,262,0,0
1,1872,1569,3,46,0,0
2,1500,1872,3,225,1,0
1,1872,1500,3,49,1,0
2,1500,1569,3,246,1,0
2,1500,1872,3,225,1,0
1,1872,1651,3,40,0,0
1,1667,1500,3,121,0,0
2,1569,1500,3,130,0,0
1,1569,1500,3,120,1,0
2,1370,1419,3,21,1,0
1,1761,1698,3,470,1,0
2,1961,1811,3,302,1,0
1,1500,1500,3,154,1,0
2,1500,1500,3,106,1,0
2,1500,1500,3,230,0,0
1,1500,1569,3,306,0,0
2,1705,1500,3,266,0,0
1,1872,1438,3,40,1,0
2,1988,1961,3,453,0,0
2,1500,1884,3,186,0,0
1,1373,1701,3,394,0,0
2,1500,1500,3,0,1,0
2,1953,1988,3,111,0,0
1,2045,1953,3,326,1,0
1,1653,1422,3,4,0,0
2,1559,1480,3,0,0,0
1,1500,1500,3,463,1,0
2,1500,1500,3,234,1,0
1,1586,1500,3,120,1,0
2,1500,1500,3,154,1,0
1,1500,1500,3,130,1,0
2,1500,1500,3,154,1,0
1,1737,1600,3,30,0,0
1,1469,1182,3,250,0,0
2,1422,1569,3,350,1,0
1,1932,2003,3,118,1,0
2,1178,1473,3,0,0,0
1,1820,1744,3,230,0,0
1,1514,1525,3,0,0,0
2,1429,1803,3,246,0,0
1,2186,1932,3,210,0,0
2,1662,1737,3,154,0,0
1,1646,1469,3,4,0,0
1,1643,1645,3,330,1,0
1,1809,1547,3,100,0,0
1,1662,1669,3,261,0,0
1,1723,1638,3,483,0,0
1,1766,1776,3,470,0,0
2,1500,1766,3,300,1,0
2,1322,1976,3,302,0,0
2,1776,1737,3,122,0,0
1,1500,1500,3,112,0,0
2,1776,1500,3,122,0,0
1,1419,1330,3,301,0,0
2,1776,1736,3,112,0,0
1,1319,1867,3,190,0,0
2,1500,1330,3,245,0,0
2,1685,2069,3,394,1,0
1,1708,1625,3,50,0,0
2,1500,1737,3,150,1,0
1,1576,1668,3,220,0,0
2,1722,1988,3,426,0,0
2,1931,2173,3,300,0,0
1,2078,1409,3,234,0,0
1,1654,1590,3,40,0,0
1,1708,1486,3,121,0,0
2,1237,1718,3,315,1,0
2,1500,1146,3,227,0,0
1,1722,1600,3,100,0,0
2,1511,1629,3,300,0,0
1,1990,1729,3,101,1,0
2,1728,1500,3,0,0,0
1,1744,1931,3,301,0,0
1,1500,1478,3,0,0,0
2,1638,1959,3,112,0,0
1,1638,1500,3,255,0,0
1,1638,1729,3,300,1,0
2,1600,1638,3,20,0,0
1,1528,1518,3,0,0,0
1,2186,1953,3,112,0,0
2,1707,2070,3,145,1,0
2,1953,2186,3,246,0,0
2,1729,1953,3,343,1,0
1,1608,1574,3,255,0,0
1,1500,1884,3,150,0,0
2,2003,2246,3,107,1,0
2,1641,1503,3,4,0,0
1,1784,1694,3,0,0,0
2,2003,2114,3,200,0,0
1,1509,1373,3,202,0,0
1,1731,1662,3,120,1,0
1,1463,1668,3,220,0,0
1,1429,1328,3,101,1,0
2,1953,1830,3,125,0,0
1,1695,1477,3,221,0,0
2,1682,1631,3,0,0,0
1,1600,1767,3,301,0,0
1,1943,1328,3,101,0,0
2,1634,1365,3,0,0,0
1,1577,1505,3,101,0,0
3,1446,1657,3,300,0,0
2,1593,1734,3,11,0,0
2,1629,1370,3,0,0,0
2,1500,1828,3,6,0,0
2,1495,1586,3,220,0,0
1,1562,1405,3,40,0,0
1,1767,1500,3,277,1,0
2,1500,1763,3,60,1,0
2,1500,1485,3,100,1,0
3,1500,1500,3,0,0,0
2,1485,1567,3,302,0,0
2,1500,1500,3,0,0,0
1,1594,1486,3,100,0,0
1,1876,1830,3,112,1,0
1,1876,1500,3,221,0,0
1,1433,1301,3,45,0,0
2,1876,1433,3,246,0,0
2,1500,1620,3,241,0,0
1,1953,1500,3,226,1,0
2,1337,1662,3,2,0,0
1,1770,1624,3,305,0,0
3,1884,1798,3,337,0,0
2,1478,1602,3,0,0,0
1,1595,1422,3,265,1,0
2,1477,1595,3,302,1,0
1,1802,1386,3,106,1,0
1,1792,1633,3,100,0,0
2,1930,1948,3,112,1,0
1,1605,1394,3,11,0,0
2,1500,1802,3,0,1,0
2,1589,1879,3,20,0,0
2,1560,1500,3,225,0,0
2,1418,1391,3,300,0,0
1,1414,1098,3,240,1,0
1,1985,1710,3,45,1,0
1,1620,1829,3,277,0,0
2,1402,1407,3,0,0,0
1,1417,1392,3,0,0,0
2,1630,1500,3,260,1,0
1,1611,1790,3,241,0,0
2,1621,1705,3,4,0,0
1,1410,1542,3,40,0,0
2,1383,1427,3,0,0,0
2,1662,1612,3,0,0,0
1,1500,1500,3,0,0,0
2,1971,1705,3,258,0,0
1,1939,1853,3,250,1,0
2,1341,1698,3,247,0,0
2,1646,1270,3,40,1,0
2,1953,1971,3,220,0,0
1,2344,1702,3,6,0,0
1,2117,2302,3,466,1,0
1,1756,1476,3,330,0,0
2,1500,1805,3,250,1,0
2,1484,1500,3,225,0,0
2,1500,1958,3,100,1,0
3,1616,1651,3,220,0,0
2,1552,1170,3,241,0,0
1,1914,2012,3,228,0,0
2,1732,1726,3,241,0,0
1,1726,1652,3,20,0,0
1,1884,1958,3,302,0,0
2,1441,1646,3,240,0,0
1,1889,1884,3,335,0,0
1,1737,1700,3,270,1,0
1,1761,1685,3,300,0,0
2,1667,1343,3,0,0,0
2,2012,1992,3,130,0,0
1,1652,1435,3,101,0,0
1,1556,1545,3,240,0,0
1,1433,1500,3,300,1,0
1,2142,2003,3,30,0,0
3,1749,1781,3,100,0,0
1,2142,2003,3,38,1,0
1,1371,1429,3,248,0,0
1,1766,1567,3,307,0,0
2,1500,1371,3,0,1,0
1,1371,1500,3,102,0,0
1,1936,1500,3,230,1,0
1,1500,1634,3,210,1,0
2,1068,1936,3,306,0,0
1,1421,1068,3,101,0,0
2,1430,1657,3,3,0,0
3,1999,2195,3,140,0,0
2,1948,1910,3,11,1,0
2,1662,1425,3,101,0,0
2,1739,1776,3,302,1,0
1,1594,1488,3,101,0,0
1,1433,1500,3,0,1,0
1,1990,1948,3,108,1,0
1,2012,1948,3,107,1,0
2,1691,1327,3,202,0,0
1,1643,1682,3,22,1,0
2,2003,2044,3,133,0,0
2,1444,1644,3,220,0,0
1,1609,1577,3,120,0,0
2,1577,1674,3,22,0,0
1,1746,1685,3,40,0,0
1,2012,1982,3,46,0,0
2,1337,1662,3,43,0,0
1,1370,1629,3,0,0,0
2,1670,1922,3,227,0,0
2,1662,1761,3,100,0,0
2,1652,1517,3,241,0,0
1,1808,1690,3,300,0,0
3,1500,1500,3,0,0,0
3,1500,1517,3,241,0,0
2,1500,1662,3,354,1,0
1,1754,1641,3,121,0,0
3,1495,1551,3,0,0,0
2,1925,1883,3,262,1,0
1,1382,1068,3,101,0,0
2,1559,1586,3,380,0,0
2,1666,1500,3,120,0,0
2,1500,1707,3,177,0,0
2,1343,1667,3,302,1,0
1,1500,1666,3,224,0,0
1,1500,1608,3,466,1,0
1,1596,1550,3,133,0,0
2,1658,1500,3,330,0,0
1,1649,1584,3,40,0,0
2,1658,1500,3,35,0,0
1,1500,1658,3,10,0,0
1,1658,1500,3,4,1,0
2,1658,1500,3,2,0,0
1,1500,1658,3,463,0,0
2,1658,1500,3,246,0,0
2,1485,1383,3,240,0,0
3,1549,1497,3,0,0,0
1,1500,1500,3,40,0,0
2,1673,1500,3,156,0,0
1,1374,1436,3,0,0,0
2,1370,1629,3,0,0,0
1,1298,1843,3,225,0,0
2,1776,1641,3,122,0,0
2,1843,1828,3,302,0,0
1,1661,1465,3,260,0,0
1,1547,1673,3,120,0,0
1,1541,1605,3,375,0,0
2,1285,1725,3,260,0,0
1,1500,1500,3,320,0,0
2,1500,1546,3,0,0,0
1,2156,2115,3,380,1,0
1,1658,1576,3,100,0,0
1,1500,1725,3,220,0,0
2,1560,1486,3,0,0,0
1,1798,1945,3,341,0,0
2,1695,1815,3,100,0,0
1,1665,1441,3,200,0,0
3,1908,1678,3,220,0,0
2,1720,1291,3,300,0,0
3,1504,1542,3,0,0,0
2,1482,1466,3,101,0,0
1,1327,1691,3,205,0,0
1,1435,1671,3,102,0,0
2,1472,1635,3,80,0,0
2,1774,1501,3,102,0,0
2,1659,1369,3,250,0,0
1,1906,1853,3,43,1,0
1,2347,1906,3,227,0,0
1,1540,1506,3,0,0,0
1,1906,1794,3,300,0,0
1,2012,1906,3,10,0,0
1,1775,1955,3,202,0,0
1,1566,1433,3,0,0,0
3,1191,1361,3,100,0,0
1,1687,1361,3,246,0,0
1,1602,1331,3,112,1,0
2,1331,1687,3,41,0,0
3,1614,1569,3,45,0,0
1,2024,1323,3,241,0,0
2,1587,1724,3,0,0,0
1,1596,1541,3,0,0,0
1,1493,1553,3,4,0,0
1,1638,1332,3,255,1,0
1,2294,2058,3,42,0,0
1,2353,1778,3,228,0,0
1,1500,1500,3,123,0,0
2,1640,1638,3,300,0,0
1,2353,1708,3,228,1,0
1,2003,1930,3,193,0,0
1,1482,1499,3,220,0,0
1,1500,1500,3,0,0,0
2,1595,1601,3,80,0,0
1,1500,1727,3,244,0,0
3,2012,2003,3,4,0,0
2,2029,2012,3,84,0,0
2,1802,1860,3,305,0,0
1,1574,1770,3,120,0,0
2,2003,2353,3,245,0,0
2,1337,1662,3,221,0,0
2,1732,1579,3,300,0,0
2,1500,1796,3,331,1,0
2,1398,1540,3,250,0,0
2,2012,2332,3,236,0,0
1,1636,1496,3,246,0,0
1,1772,1517,3,306,0,0
2,1757,1726,3,2,0,0
1,1404,1608,3,302,0,0
1,2003,1977,3,40,0,0
3,2332,2003,3,200,0,0
2,2003,2332,3,45,0,0
1,2003,2012,3,45,0,0
2,1757,2003,3,2,0,0
1,2121,2003,3,385,1,0
1,2003,1743,3,300,0,0
1,2332,2003,3,200,0,0
1,1476,1500,3,200,0,0
1,1743,1673,3,150,0,0
3,1640,1673,3,300,0,0
2,1597,1714,3,1,0,0
2,1500,1500,3,121,0,0
1,1662,1337,3,107,0,0
2,1279,1720,3,45,0,0
1,1640,1565,3,40,0,0
1,1752,1247,3,100,0,0
2,1224,1775,3,21,0,0
1,1792,1207,3,242,0,0
1,1558,1380,3,250,0,0
2,1940,1874,3,300,0,0
1,1447,1189,3,102,0,0
2,1500,1805,3,120,0,0
1,1722,1588,3,221,0,0
1,1843,1422,3,101,0,0
1,1972,1721,3,127,0,0
1,1500,1441,3,110,1,0
1,1640,1612,3,40,0,0
2,1595,1726,3,200,0,0
2,1441,1971,3,132,1,0
2,1913,2037,3,13,1,0
2,1462,1442,3,45,0,0
1,1508,1491,3,0,0,0
1,1925,1803,3,244,0,0
2,1464,1583,3,15,1,0
1,1555,1658,3,220,0,0
2,1486,1594,3,244,0,0
2,1500,1462,3,241,0,0
2,1418,1704,3,300,0,0
1,1687,1365,3,107,0,0
1,1328,1480,3,244,0,0
2,1707,1500,3,315,1,0
3,1500,1981,3,201,0,0
1,2037,1876,3,302,0,0
1,1876,1707,3,121,0,0
1,1692,1910,3,0,0,0
2,2058,2130,3,310,0,0
2,1381,1453,3,221,0,0
1,1667,1500,3,200,0,0
1,1612,1281,3,200,0,0
1,1567,1580,3,121,0,0
3,1500,1257,3,394,0,0
2,1500,1981,3,0,1,0
2,1483,1499,3,45,0,0
1,1923,1876,3,302,0,0
1,1899,1725,3,241,0,0
1,1707,1725,3,330,1,0
2,1166,1850,3,100,0,0
1,1670,1643,3,0,0,0
1,1690,1354,3,40,0,0
1,1725,1667,3,122,0,0
2,1651,1679,3,226,0,0
2,1651,1608,3,301,0,0
2,1897,1707,3,246,0,0
1,1608,1707,3,132,0,0
1,1980,1564,3,302,0,0
1,1585,1467,3,2,0,0
2,1467,1729,3,300,0,0
1,2334,1927,3,242,0,0
1,1927,1467,3,101,0,0
2,1705,1725,3,241,0,0
1,1345,1699,3,230,0,0
2,1101,1520,3,268,0,0
2,1500,1651,3,0,1,0
2,1554,1747,3,241,0,0
2,1725,1766,3,220,0,0
1,1646,1399,3,300,0,0
1,1710,1378,3,40,0,0
2,1813,1225,3,0,0,0
2,1459,1638,3,0,0,0
2,1387,1658,3,40,0,0
2,1634,1679,3,110,0,0
2,1478,1520,3,224,0,0
1,1668,1376,3,107,0,0
1,1500,1725,3,241,0,0
2,1594,1444,3,4,0,0
1,1897,2037,3,202,0,0
1,1658,1562,3,300,0,0
1,1441,1607,3,101,0,0
2,1737,1980,3,251,1,0
1,1672,1447,3,241,1,0
2,1789,1679,3,356,0,0
2,1789,1675,3,40,0,0
2,1500,1789,3,130,1,0
2,1661,1833,3,0,0,0
1,1679,1923,3,345,0,0
1,1605,1475,3,240,0,0
2,1662,1337,3,100,0,0
1,1679,1500,3,106,1,0
1,1695,1338,3,20,0,0
1,2145,2058,3,414,0,0
2,1500,1600,3,0,1,0
2,1500,1600,3,125,1,0
2,1798,1925,3,255,0,0
2,1500,1798,3,241,0,0
2,1500,1798,3,220,1,0
1,1964,1689,3,200,0,0
2,1940,2145,3,454,0,0
3,1315,1684,3,102,0,0
2,1981,1775,3,200,0,0
2,1715,1897,3,262,0,0
2,1657,1397,3,106,0,0
1,1279,1500,3,102,0,0
1,1666,1568,3,0,0,0
2,1846,2044,3,128,0,0
1,1518,1641,3,300,0,0
1,1548,1608,3,0,0,0
2,1500,1500,3,120,1,0
1,1674,1560,3,200,0,0
1,1626,1437,3,310,1,0
2,1437,1366,3,202,1,0
1,1646,1405,3,221,0,0
1,1500,1500,3,200,0,0
1,1698,1726,3,203,0,0
2,1690,1309,3,0,0,0
1,1690,1238,3,123,0,0
2,1658,1626,3,244,1,0
1,1681,1553,3,101,0,0
1,1944,1707,3,103,1,0
1,1496,1331,3,4,0,0
1,1400,1652,3,220,0,0
3,1500,1500,3,200,0,0
2,1318,1500,3,4,0,0
1,1337,1500,3,0,0,0
2,1350,1500,3,301,0,0
2,1626,1664,3,20,0,0
1,1664,1662,3,30,1,0
2,1804,1707,3,228,0,0
2,1707,1804,3,244,0,0
2,1660,1626,3,120,0,0
1,1626,1660,3,320,0,0
2,1612,1732,3,300,1,0
2,1405,1594,3,4,0,0
3,1621,1626,3,415,0,0
2,1626,1621,3,85,0,0
1,1678,1321,3,221,0,0
2,1500,1566,3,0,0,0
1,1337,1500,3,40,0,0
1,1621,1378,3,100,0,0
1,1573,1500,3,10,1,0
1,1849,1350,3,201,0,0
1,1254,1760,3,0,1,0
2,1358,1641,3,0,0,0
1,1658,1354,3,101,0,0
1,1503,1492,3,301,0,0
3,1500,1500,3,242,0,0
2,1558,1212,3,2,0,0
3,1297,1702,3,40,0,0
1,2022,1707,3,103,0,0
1,1338,1369,3,200,0,0
2,1553,1593,3,454,0,0
1,1500,1500,3,40,1,0
2,1500,1500,3,223,1,0
2,1707,2022,3,245,0,0
2,1500,1500,3,45,0,0
2,1421,1630,3,220,0,0
1,1636,1500,3,0,0,0
2,1808,1658,3,45,0,0
2,1273,1408,3,0,0,0
1,1438,1500,3,103,0,0
2,1500,1732,3,300,1,0
1,1687,2114,3,343,0,0
3,1449,1223,3,150,0,0
1,1570,1578,3,248,0,0
1,1781,1799,3,244,0,0
2,1862,1374,3,300,0,0
1,1602,1544,3,13,0,0
1,2081,1500,3,247,1,0
2,1500,1500,3,1,0,0
2,2009,2015,3,335,0,0
1,1716,1628,3,230,0,0
1,1500,1500,3,40,0,0
2,1449,1782,3,246,0,0
2,1331,1613,3,310,0,0
1,1769,1331,3,30,0,0
1,1567,1580,3,202,0,0
1,1805,1843,3,101,0,0
2,1627,1805,3,123,0,0
2,1627,1722,3,250,0,0
2,1707,2285,3,120,0,0
1,1817,1430,3,220,0,0
2,1677,1769,3,10,1,0
1,1569,1578,3,270,0,0
2,1567,1580,3,120,0,0
1,1805,2009,3,154,0,0
1,1500,1722,3,240,0,0
1,1476,1652,3,40,0,0
2,1433,1769,3,120,0,0
2,1300,1733,3,6,0,0
2,1722,1777,3,233,0,0
2,1777,1805,3,424,0,0
1,1832,1668,3,110,0,0
1,1509,1500,3,240,1,0
1,1666,1500,3,300,0,0
2,1590,1557,3,100,0,0
2,1629,1500,3,240,0,0
2,1551,1600,3,40,0,0
1,1769,1500,3,102,0,0
1,1908,1777,3,9,0,0
3,1688,1625,3,0,0,0
1,1727,1618,3,230,0,0
1,1822,1629,3,107,0,0
2,1952,1961,3,20,0,0
2,1619,1879,3,123,0,0
1,1626,1686,3,100,0,0
2,1219,1600,3,10,0,0
1,1609,1737,3,120,0,0
1,1609,1737,3,265,0,0
2,1621,1526,3,123,0,0
2,1539,1608,3,40,0,0
1,1974,1993,3,245,0,0
2,1317,1610,3,112,0,0
1,1769,2003,3,4,1,0
1,1589,1510,3,241,0,0
1,1604,1838,3,414,0,0
1,1805,1589,3,241,0,0
1,1805,1646,3,240,0,0
2,1646,1769,3,100,1,0
1,1743,1391,3,0,0,0
1,1616,1531,3,0,0,0
2,1893,1805,3,218,0,0
1,1733,1608,3,230,0,0
1,1762,1500,3,210,1,0
2,1750,1805,3,277,0,0
2,1594,1405,3,0,0,0
2,1784,2119,3,196,0,0
1,1579,1569,3,240,0,0
3,1752,1379,3,0,0,0
2,1315,1318,3,300,1,0
1,1911,1985,3,58,0,0
2,1424,1664,3,101,0,0
1,1583,1388,3,10,0,0
1,1724,1504,3,240,0,0
1,1323,1500,3,120,0,0
2,1260,1459,3,262,0,0
2,1825,1192,3,310,0,0
2,1498,1541,3,0,0,0
2,1499,1729,3,120,0,0
1,1508,1184,3,241,0,0
2,1662,1500,3,100,1,0
1,1879,1500,3,408,0,0
1,1500,1500,3,130,0,0
2,1967,1985,3,112,0,0
2,1500,1873,3,120,1,0
2,1532,1267,3,220,0,0
2,1346,1555,3,300,0,0
2,1958,1953,3,302,1,0
2,1337,1662,3,150,0,0
2,1577,1609,3,0,0,0
2,1958,1426,3,302,0,0
3,1720,1279,3,84,0,0
1,1851,1682,3,331,0,0
2,1744,1686,3,108,0,0
1,1353,1463,3,223,0,0
