Result,WhiteElo,BlackElo,Event_enc,ECO_enc,Termination_enc,TimeControl_enc
2,1761,1895,3,113,0,0
2,1568,1705,3,200,0,0
1,1764,1500,3,230,1,0
1,1980,1764,3,121,0,0
2,1764,1980,3,200,0,0
2,1418,1656,3,260,0,0
2,1742,1544,3,240,0,0
1,1764,1162,3,302,0,0
2,1598,1670,3,220,0,0
1,1727,1162,3,223,0,0
2,1500,1764,3,52,1,0
2,1764,1651,3,150,0,0
1,1662,1413,3,220,0,0
2,1707,1572,3,220,0,0
1,1352,1416,3,240,0,0
1,1895,1847,3,220,0,0
2,1847,1895,3,117,0,0
1,1408,1667,3,244,0,0
1,1500,1764,3,52,0,0
1,1647,1429,3,223,0,0
2,1764,1418,3,107,0,0
2,1790,1418,3,17,0,0
2,1790,1418,3,152,0,0
2,1805,1845,3,220,0,0
2,1725,1156,3,250,1,0
1,1685,1424,3,240,0,0
2,1500,1711,3,120,1,0
2,1133,1431,3,0,0,0
1,1500,1694,3,52,0,0
1,1610,1500,3,250,0,0
2,1913,1941,3,45,0,0
2,1500,1794,3,20,1,0
1,1500,1562,3,320,0,0
2,1500,1500,3,0,1,0
1,1794,1718,3,154,0,0
1,1794,1500,3,241,0,0
1,1794,1865,3,302,1,0
1,1794,1865,3,20,1,0
1,1397,1717,3,241,0,0
2,1148,1729,3,200,0,0
1,1794,1415,3,302,0,0
1,1148,1711,3,120,0,0
2,1255,1148,3,227,1,0
1,1657,1718,3,2,0,0
1,1761,1255,3,240,0,0
1,1707,1669,3,40,0,0
1,1605,1500,3,100,0,0
2,1794,1416,3,235,0,0
1,1794,1500,3,218,0,0
2,1723,1913,3,112,0,0
1,1913,1723,3,302,0,0
1,1500,1812,3,202,0,0
1,1812,1564,3,200,1,0
1,1500,1500,3,0,0,0
2,1689,1528,3,257,0,0
1,1500,1500,3,100,0,0
1,1812,1745,3,234,0,0
2,1745,1812,3,46,0,0
2,1784,1233,3,0,0,0
1,1694,1745,3,121,0,0
1,1812,1500,3,244,0,0
3,1456,1576,3,40,0,0
2,1500,1745,3,130,1,0
1,1500,1745,3,194,0,0
1,1500,1500,3,257,0,0
1,1500,1500,3,240,0,0
2,2001,2031,3,43,0,0
2,1386,1468,3,220,0,0
1,1551,1483,3,0,0,0
2,1572,1692,3,394,0,0
1,1484,1372,3,220,0,0
2,1359,1498,3,40,0,0
1,1423,1665,3,220,0,0
2,1500,1500,3,220,1,0
2,1329,1651,3,200,1,0
1,1500,1544,3,101,0,0
1,1419,1619,3,100,0,0
1,1767,1651,3,200,0,0
2,1520,1525,3,0,0,0
1,1510,1348,3,220,0,0
2,1500,1500,3,107,0,0
1,1667,1719,3,253,0,0
1,1667,1500,3,240,0,0
1,1549,1515,3,223,0,0
1,1616,1500,3,320,0,0
1,1667,1500,3,107,1,0
1,2031,1913,3,112,0,0
1,1470,1596,3,242,0,0
2,1305,1493,3,250,0,0
2,1343,1500,3,304,1,0
2,1630,1517,3,0,0,0
2,1500,1571,3,300,1,0
1,1571,1343,3,220,1,0
1,1500,1500,3,0,0,0
1,1747,1506,3,115,0,0
2,1667,1343,3,221,0,0
2,1538,1532,3,241,0,0
1,1645,1441,3,120,0,0
1,1817,1500,3,250,0,0
1,1500,1629,3,4,0,0
2,1500,1500,3,394,0,0
2,1673,1442,3,220,0,0
2,1500,1500,3,130,1,0
2,1500,1500,3,306,1,0
2,1624,1592,3,220,0,0
2,1643,1575,3,241,0,0
1,1643,1575,3,257,0,0
1,1575,1643,3,240,0,0
2,1500,1673,3,250,1,0
1,1497,1500,3,220,1,0
1,1719,1673,3,100,0,0
1,1913,1843,3,43,0,0
2,1629,1623,3,150,0,0
1,1891,1985,3,100,1,0
2,1898,1985,3,100,0,0
2,1812,1985,3,100,0,0
1,1812,1557,3,120,0,0
1,1500,1619,3,241,0,0
2,1891,1812,3,302,0,0
1,1887,1891,3,125,0,0
1,1985,1658,3,1,1,0
1,1812,1600,3,265,0,0
1,1972,1937,3,224,0,0
1,1817,1891,3,144,0,0
2,1752,1749,3,300,0,0
1,1933,2043,3,120,0,0
1,1665,1340,3,200,0,0
1,1480,1576,3,100,0,0
1,1817,1736,3,142,0,0
2,1500,1500,3,0,0,0
2,1157,1627,3,46,0,0
1,1704,1759,3,1,0,0
1,2230,1736,3,4,0,0
1,2101,1919,3,114,0,0
1,1919,1710,3,302,0,0
2,1667,1343,3,220,0,0
2,1500,1500,3,302,0,0
2,1997,1919,3,30,1,0
2,1077,1729,3,200,1,0
2,1077,1564,3,140,1,0
1,1468,1077,3,222,1,0
1,2230,1077,3,6,0,0
1,2230,1500,3,4,0,0
1,1499,1408,3,224,0,0
2,1667,1343,3,80,0,0
1,1187,1590,3,220,0,0
1,1225,1511,3,107,0,0
2,1919,2054,3,300,0,0
2,1963,2054,3,315,0,0
2,2043,1992,3,121,0,0
1,1887,1864,3,262,0,0
1,1864,1887,3,424,0,0
2,1887,1864,3,217,0,0
1,1864,1887,3,60,0,0
1,1584,1516,3,246,1,0
1,1864,1500,3,310,1,0
1,1731,2002,3,302,0,0
1,1972,1864,3,20,0,0
1,1972,1933,3,20,0,0
3,1313,1344,3,300,0,0
1,1885,1755,3,101,0,0
2,1500,1526,3,46,0,0
1,1579,1446,3,4,0,0
1,1660,1498,3,300,1,0
3,1609,1344,3,0,0,0
1,1534,1624,3,220,0,0
1,1874,2014,3,133,0,0
2,1953,1979,3,106,0,0
1,1874,1887,3,107,0,0
1,1874,1887,3,101,0,0
2,1665,1770,3,0,1,0
3,1500,1374,3,220,0,0
1,1672,1255,3,223,0,0
1,1500,1500,3,102,0,0
1,2287,1997,3,100,0,0
1,1580,1593,3,0,0,0
2,1866,2321,3,414,0,0
2,1435,1520,3,246,0,0
1,1620,1667,3,200,0,0
2,1500,1500,3,221,0,0
2,2089,2167,3,326,1,0
1,1500,1500,3,246,0,0
2,1343,1667,3,245,0,0
2,1424,1567,3,130,0,0
1,1647,1642,3,220,0,0
1,1727,1287,3,101,0,0
2,1874,1944,3,195,0,0
2,1409,1874,3,200,1,0
2,1255,1761,3,245,0,0
1,1944,2043,3,154,0,0
2,1501,1639,3,247,0,0
1,1651,1500,3,22,1,0
2,1620,1355,3,0,0,0
1,1427,1423,3,240,0,0
1,1563,1494,3,0,0,0
1,1500,1761,3,241,0,0
1,1791,1500,3,240,0,0
1,1729,1390,3,223,0,0
2,1689,2367,3,255,0,0
2,1500,1768,3,45,1,0
1,1864,1500,3,306,1,0
1,1731,1500,3,220,0,0
1,1748,1864,3,236,0,0
1,1545,1703,3,45,0,0
1,1775,1500,3,235,1,0
2,1500,1407,3,250,1,0
2,1548,1514,3,226,0,0
2,2367,1723,3,227,0,0
2,1342,1700,3,0,0,0
1,1340,1500,3,101,0,0
2,1478,1775,3,85,1,0
1,1947,1500,3,101,1,0
1,1775,1500,3,80,0,0
1,2367,2030,3,200,0,0
2,1422,1707,3,101,0,0
2,1728,1696,3,120,0,0
1,1325,1535,3,43,0,0
1,1881,1682,3,127,1,0
2,1484,1356,3,1,0,0
2,1874,1775,3,300,0,0
2,1287,1947,3,220,1,0
2,1500,1874,3,106,0,0
2,1500,1544,3,246,1,0
2,1389,1680,3,20,0,0
1,1500,1500,3,220,0,0
2,1682,1668,3,150,0,0
2,1579,1500,3,222,0,0
1,1874,1449,3,40,0,0
1,1874,1464,3,40,0,0
1,1669,1813,3,311,0,0
2,1631,1500,3,300,0,0
1,1343,1500,3,132,1,0
2,1652,1619,3,242,0,0
1,1837,1184,3,0,0,0
1,1947,1723,3,240,0,0
3,2159,2314,3,331,0,0
1,1379,1500,3,200,0,0
2,1500,1500,3,100,0,0
2,1500,1803,3,250,0,0
2,1803,1500,3,260,0,0
2,1370,1729,3,101,0,0
2,2115,1681,3,22,0,0
1,1837,1184,3,40,0,0
1,1667,1343,3,0,0,0
3,1500,1599,3,246,0,0
1,1287,1727,3,100,0,0
2,1500,1500,3,10,1,0
1,1896,1805,3,257,1,0
2,1805,1896,3,101,1,0
1,1896,1885,3,230,0,0
2,1885,1553,3,248,0,0
1,1780,1896,3,241,0,0
2,1896,1846,3,152,0,0
2,1940,1895,3,254,0,0
2,1403,1649,3,30,0,0
2,1363,1552,3,110,0,0
2,1817,1500,3,3,1,0
1,1895,2043,3,43,0,0
1,2043,1997,3,110,0,0
1,1638,1500,3,100,0,0
1,2137,2043,3,43,0,0
1,1455,1497,3,40,0,0
2,1500,1817,3,106,0,0
2,1803,2389,3,269,0,0
1,1846,1979,3,252,0,0
2,1803,2389,3,246,0,0
2,1414,1645,3,244,0,0
1,1423,1653,3,240,0,0
1,1859,1866,3,10,0,0
1,2043,1500,3,230,0,0
1,1997,2043,3,154,0,0
2,1463,1648,3,101,0,0
2,1955,1702,3,201,1,0
2,1634,1444,3,220,0,0
3,2119,1917,3,351,0,0
1,1520,1571,3,40,0,0
1,1702,1984,3,302,1,0
2,1563,1536,3,200,0,0
2,1463,1615,3,244,0,0
1,1622,1339,3,414,0,0
2,1500,1618,3,220,1,0
1,1801,1782,3,302,1,0
1,1623,1456,3,300,0,0
1,1637,1500,3,255,0,0
1,2137,2091,3,335,0,0
2,1782,1821,3,220,1,0
1,1782,1821,3,110,0,0
1,1564,1483,3,0,0,0
2,1500,1500,3,43,0,0
1,1775,1500,3,239,0,0
2,1718,1500,3,244,0,0
1,1500,1652,3,40,0,0
2,1815,1204,3,3,0,0
1,1500,1755,3,101,0,0
2,1803,1500,3,112,0,0
1,1667,1343,3,307,0,0
1,1500,1707,3,337,0,0
1,1876,1810,3,241,0,0
2,1544,1248,3,224,0,0
2,1287,1727,3,200,0,0
2,2075,2042,3,200,0,0
2,1340,1374,3,200,0,0
2,1370,1729,3,241,0,0
3,1500,1500,3,250,0,0
1,2075,1917,3,200,0,0
2,1543,1592,3,250,0,0
1,1761,1255,3,315,0,0
2,1544,1500,3,244,0,0
2,1500,1457,3,4,1,0
2,1389,1631,3,300,0,0
2,1233,1784,3,43,0,0
1,1500,1500,3,112,1,0
2,1745,2149,3,40,0,0
1,1598,1745,3,242,1,0
2,1500,2233,3,250,1,0
2,2233,1323,3,321,0,0
1,2482,2233,3,245,0,0
3,2233,2075,3,52,0,0
1,2233,1500,3,40,0,0
1,1478,1274,3,0,0,0
2,1928,2054,3,300,0,0
1,2233,1667,3,40,0,0
1,2149,1667,3,202,0,0
1,1917,1928,3,112,0,0
1,1703,1399,3,241,1,0
1,1688,1336,3,100,0,0
1,1797,1685,3,48,0,0
1,1784,1500,3,248,0,0
2,1500,2233,3,5,0,0
2,1447,1503,3,110,1,0
1,1564,1501,3,302,0,0
2,1635,1752,3,125,1,0
2,1238,1529,3,200,0,0
3,1305,1721,3,100,0,0
3,1500,1500,3,255,0,0
2,1497,2233,3,220,1,0
2,1997,1883,3,195,1,0
1,1887,1702,3,302,0,0
2,1500,1500,3,0,0,0
2,1159,1556,3,0,1,0
1,1737,1351,3,223,0,0
3,1269,1357,3,220,0,0
1,1561,1215,3,0,0,0
2,1625,1665,3,100,0,0
1,1500,1559,3,265,0,0
1,1928,1951,3,45,0,0
2,1951,1997,3,112,0,0
1,2022,2162,3,133,0,0
1,2162,2022,3,15,0,0
2,1554,1762,3,0,1,0
1,2022,1928,3,112,0,0
2,1724,1752,3,130,1,0
1,1844,2022,3,150,0,0
2,1434,2022,3,49,0,0
1,1595,1543,3,0,0,0
1,2022,1844,3,230,0,0
1,1997,1951,3,242,0,0
1,1951,1914,3,113,0,0
1,1557,1531,3,220,0,0
1,1653,1611,3,120,0,0
2,1500,1760,3,220,1,0
1,1925,1803,3,45,0,0
2,1803,1925,3,110,0,0
2,1604,1750,3,120,0,0
2,1533,1557,3,0,0,0
1,1760,1500,3,241,1,0
1,1197,1583,3,200,0,0
1,1355,1297,3,221,0,0
2,1803,1929,3,112,0,0
1,1844,1803,3,247,0,0
2,1929,1982,3,300,0,0
2,1518,1435,3,250,0,0
2,1982,1709,3,101,1,0
1,1571,1844,3,303,0,0
1,1929,1796,3,300,0,0
1,1709,1816,3,426,1,0
2,1803,1929,3,110,0,0
2,1500,1500,3,301,0,0
2,1488,1897,3,0,0,0
2,1500,1500,3,247,0,0
3,1880,2084,3,406,0,0
2,2295,2482,3,211,0,0
2,1929,2295,3,45,0,0
2,2043,1500,3,239,0,0
1,2043,1709,3,101,1,0
1,1500,2043,3,150,0,0
1,1463,1300,3,0,0,0
2,1355,1368,3,302,1,0
2,1446,1470,3,210,0,0
1,1547,1390,3,247,0,0
2,1077,1500,3,302,1,0
1,1500,1584,3,304,0,0
2,1500,1380,3,220,0,0
2,1338,1957,3,265,1,0
2,1338,1484,3,200,1,0
2,1338,1653,3,201,1,0
2,1775,2043,3,4,0,0
1,2043,1709,3,101,1,0
2,1380,1720,3,250,0,0
2,1500,1500,3,0,0,0
2,1500,1500,3,6,0,0
1,2066,2067,3,157,0,0
2,1709,2066,3,432,1,0
1,2066,1500,3,250,0,0
2,1611,1667,3,302,0,0
1,1640,1615,3,248,0,0
1,1667,1343,3,320,0,0
1,1568,1500,3,2,0,0
3,1755,1929,3,117,0,0
3,1829,1929,3,112,0,0
2,1702,1829,3,480,0,0
2,1604,1532,3,406,0,0
1,1435,1442,3,190,1,0
2,1264,1421,3,241,0,0
2,1287,1727,3,0,0,0
1,1829,1727,3,240,0,0
1,1667,1343,3,302,0,0
2,1807,1872,3,320,0,0
3,1549,1589,3,454,0,0
2,1285,1761,3,394,1,0
1,2043,1500,3,121,0,0
2,1872,1500,3,54,0,0
2,1950,1872,3,320,0,0
1,1929,1950,3,45,0,0
3,1933,1950,3,200,0,0
1,1872,1547,3,306,1,0
2,1950,1872,3,320,0,0
2,1929,1950,3,40,0,0
1,1973,2022,3,255,0,0
2,1817,1500,3,302,0,0
2,1752,1500,3,124,1,0
1,2098,2022,3,380,1,0
2,1500,2098,3,132,0,0
1,1500,1752,3,122,1,0
2,1602,1704,3,28,0,0
2,2022,2098,3,125,1,0
2,1587,1550,3,129,0,0
1,1703,1761,3,45,0,0
1,1653,1378,3,221,0,0
2,1497,1500,3,242,0,0
1,1660,1674,3,469,0,0
2,1310,2002,3,127,0,0
2,2119,1997,3,335,1,0
2,1368,1660,3,414,0,0
2,1345,1688,3,101,0,0
1,1565,1573,3,312,0,0
1,1613,1430,3,1,0,0
1,1500,1393,3,250,0,0
2,1500,1500,3,300,1,0
2,1697,1954,3,15,0,0
2,1500,1500,3,101,1,0
1,1954,1555,3,257,1,0
2,1707,1660,3,151,0,0
1,1991,1657,3,247,1,0
2,1748,1991,3,217,0,0
2,1869,1748,3,120,0,0
1,1712,1323,3,300,0,0
3,1549,1551,3,4,0,0
2,1562,1616,3,200,0,0
1,1827,1224,3,27,0,0
2,1999,1950,3,13,1,0
1,1997,1950,3,132,0,0
1,1500,1500,3,300,0,0
2,1500,1559,3,241,1,0
1,1465,1529,3,0,0,0
2,1500,1718,3,120,1,0
1,1745,1691,3,305,0,0
1,1987,1997,3,404,1,0
2,1997,2045,3,195,1,0
1,1822,1751,3,250,0,0
1,1500,1822,3,6,0,0
1,2045,1997,3,112,1,0
1,1628,1586,3,40,0,0
1,1500,1415,3,106,0,0
1,1854,1877,3,300,0,0
2,1306,1730,3,101,0,0
1,1902,1500,3,106,0,0
1,1843,1440,3,220,0,0
1,1577,1638,3,101,0,0
1,1448,1917,3,0,0,0
2,1500,1500,3,40,1,0
2,1500,1641,3,2,0,0
2,1500,1693,3,226,1,0
2,1626,1590,3,40,0,0
2,1500,1556,3,110,1,0
1,1500,1407,3,101,0,0
2,1897,2020,3,118,0,0
2,1997,2335,3,0,0,0
2,1724,1540,3,190,0,0
1,1602,1615,3,101,0,0
2,1957,2314,3,101,0,0
1,1549,1551,3,200,0,0
2,1524,1894,3,20,0,0
1,1682,1192,3,0,0,0
1,1605,1613,3,300,0,0
3,2148,1992,3,326,0,0
2,1646,1757,3,220,0,0
2,1500,1500,3,226,0,0
2,1667,1714,3,246,1,0
1,1712,1525,3,43,0,0
1,2231,1992,3,156,0,0
1,1602,1616,3,101,0,0
1,1605,1614,3,300,0,0
1,1859,1890,3,120,0,0
1,1433,1500,3,240,0,0
2,2172,1890,3,190,1,0
2,1755,1631,3,15,0,0
3,1603,1616,3,300,0,0
1,1178,1445,3,40,1,0
2,1218,1831,3,302,0,0
1,1449,1599,3,130,0,0
2,1500,1755,3,0,1,0
1,1616,1604,3,300,0,0
2,1842,1589,3,120,0,0
2,1500,1118,3,300,1,0
2,1500,1759,3,211,1,0
1,1759,1500,3,100,1,0
1,1287,1727,3,0,0,0
1,1792,1867,3,241,0,0
3,1594,1626,3,101,0,0
2,1862,1670,3,4,0,0
1,2103,1933,3,4,1,0
1,1804,1654,3,150,0,0
1,1553,1614,3,300,0,0
3,1890,1817,3,218,0,0
2,1585,1866,3,306,0,0
3,1890,1892,3,134,0,0
2,1556,1892,3,200,0,0
1,1892,1751,3,307,0,0
2,1911,2172,3,249,0,0
2,1625,1595,3,300,0,0
2,1449,1630,3,101,0,0
3,1890,2034,3,132,0,0
1,1759,1751,3,278,0,0
2,1500,1500,3,302,0,0
1,1933,1999,3,445,1,0
1,1630,1583,3,220,0,0
1,1859,1500,3,220,1,0
1,1637,1443,3,302,0,0
1,1630,1583,3,100,0,0
1,1607,1614,3,101,0,0
2,1572,1537,3,101,1,0
2,1779,1859,3,200,1,0
1,1587,1630,3,215,0,0
2,1859,1676,3,120,0,0
1,1309,1616,3,4,0,0
3,1570,1432,3,0,0,0
1,1500,1912,3,4,0,0
2,1619,1500,3,200,0,0
1,1609,1758,3,101,0,0
2,1547,1549,3,0,0,0
2,1455,1561,3,4,0,0
2,1581,1418,3,0,0,0
1,1556,1390,3,250,0,0
2,1757,1878,3,127,0,0
2,1488,1546,3,4,0,0
2,1816,1666,3,201,0,0
3,1567,1453,3,0,0,0
1,1617,1484,3,302,0,0
2,1287,1500,3,150,0,0
1,1605,1812,3,320,0,0
2,1608,1588,3,245,0,0
1,1651,1500,3,100,0,0
1,1580,1565,3,0,0,0
2,2160,1949,3,433,0,0
2,1465,1561,3,10,0,0
2,1744,1608,3,140,0,0
2,1500,1608,3,123,1,0
3,1578,1440,3,0,0,0
1,1608,1500,3,244,0,0
2,1500,1949,3,213,0,0
1,1500,1608,3,310,0,0
2,1888,1890,3,140,0,0
2,1287,1727,3,0,1,0
2,1500,1500,3,0,0,0
1,1927,1767,3,246,0,0
3,1605,1223,3,2,0,0
2,1239,1799,3,200,0,0
1,2172,2160,3,110,0,0
1,2077,1475,3,302,0,0
2,2172,2045,3,108,1,0
1,1368,1630,3,330,0,0
3,2077,2082,3,247,0,0
1,2082,2077,3,108,0,0
2,2077,2082,3,8,0,0
2,2228,2077,3,106,0,0
1,2228,2200,3,123,0,0
2,2082,2228,3,108,0,0
1,1662,1664,3,115,0,0
2,1500,1847,3,230,0,0
2,2082,1960,3,154,0,0
2,1694,2082,3,320,1,0
2,2082,1500,3,246,0,0
2,1500,1500,3,300,1,0
2,1500,1500,3,0,1,0
1,1824,1823,3,200,0,0
1,1924,1824,3,101,0,0
1,1531,1536,3,240,0,0
1,1498,1571,3,220,0,0
2,1510,1672,3,120,0,0
2,1610,1510,3,306,0,0
3,1452,1571,3,4,0,0
1,1457,2489,3,30,0,0
2,1682,1637,3,20,0,0
1,2335,2092,3,1,0,0
1,1564,1462,3,225,0,0
1,1637,1331,3,220,0,0
2,1442,1580,3,0,0,0
1,1523,1547,3,0,0,0
1,1947,1999,3,202,1,0
1,1331,1500,3,302,0,0
1,1593,1425,3,0,0,0
2,1331,1500,3,302,0,0
1,1411,1604,3,4,0,0
2,1503,1465,3,244,0,0
2,1500,1500,3,120,0,0
1,1824,1623,3,130,0,0
2,1747,1588,3,241,0,0
2,1588,1331,3,1,0,0
1,1651,1545,3,0,0,0
3,1545,1466,3,0,0,0
3,1331,1557,3,302,0,0
2,1536,1406,3,101,0,0
2,1664,1359,3,102,0,0
1,1652,1898,3,302,0,0
2,1437,1644,3,245,0,0
2,1500,1500,3,0,0,0
3,1511,1561,3,41,0,0
3,1536,1331,3,45,0,0
1,1866,1783,3,241,0,0
1,1500,1500,3,300,0,0
1,1331,1424,3,4,1,0
2,1875,1602,3,101,0,0
2,1654,1577,3,100,0,0
1,1500,1592,3,300,0,0
2,1479,1464,3,3,0,0
1,1500,1413,3,102,1,0
2,1413,1500,3,80,1,0
1,1667,1343,3,0,0,0
1,1570,1732,3,41,0,0
1,1557,1516,3,220,0,0
2,1424,1418,3,0,1,0
1,1842,1500,3,4,0,0
3,1842,1794,3,302,0,0
1,1553,1545,3,123,0,0
2,1586,1964,3,120,0,0
1,1936,1841,3,140,0,0
1,1536,1520,3,127,0,0
2,1500,1557,3,300,1,0
1,1500,1500,3,0,0,0
2,1535,1564,3,300,0,0
2,1500,1544,3,320,1,0
2,1679,1709,3,257,0,0
2,1695,1785,3,320,0,0
2,2029,1989,3,200,0,0
1,1989,1974,3,144,1,0
2,1650,1431,3,221,0,0
1,1716,1695,3,156,0,0
2,1695,1722,3,49,0,0
3,1724,1666,3,0,0,0
2,1718,1445,3,120,0,0
1,1518,1575,3,10,0,0
1,1722,1668,3,0,0,0
1,1451,1631,3,101,0,0
1,1445,1587,3,230,0,0
2,1587,1642,3,120,0,0
1,1445,1399,3,240,1,0
2,1399,1445,3,300,1,0
1,1445,1399,3,230,1,0
1,1399,1724,3,300,1,0
2,1500,1927,3,46,0,0
1,1579,1561,3,310,0,0
1,1500,1500,3,330,0,0
1,1561,1579,3,245,0,0
1,1500,1500,3,302,0,0
1,1500,1500,3,1,0,0
2,1213,1963,3,245,0,0
2,1566,1574,3,310,0,0
1,1500,1500,3,483,1,0
2,1899,2124,3,22,0,0
2,1500,1668,3,306,1,0
1,1505,1500,3,49,1,0
2,1486,1545,3,320,0,0
2,1343,1667,3,305,0,0
1,1555,1590,3,242,0,0
2,1343,1667,3,100,0,0
1,1727,1287,3,100,0,0
2,1676,1294,3,240,0,0
2,1580,1647,3,224,0,0
2,1579,1567,3,101,0,0
1,1965,1212,3,103,0,0
1,1605,1652,3,242,0,0
2,1882,1860,3,122,0,0
1,1780,1775,3,118,0,0
3,1672,1610,3,241,0,0
3,1606,1866,3,221,0,0
2,1395,1422,3,0,0,0
1,1676,1866,3,240,0,0
3,1500,1500,3,40,0,0
1,1595,1436,3,4,0,0
1,1557,1605,3,0,0,0
2,1428,1650,3,200,0,0
1,1584,1576,3,101,0,0
2,1392,1642,3,0,0,0
2,1677,1710,3,241,0,0
3,1672,1364,3,0,0,0
2,1465,1539,3,40,0,0
3,1561,1603,3,0,0,0
2,1866,1808,3,22,0,0
2,1465,1908,3,40,0,0
1,1908,1465,3,394,0,0
1,1808,1866,3,344,0,0
2,1500,1500,3,0,0,0
2,1667,1343,3,0,0,0
2,1456,1938,3,262,0,0
1,1601,1563,3,0,0,0
1,1670,1341,3,100,0,0
1,2199,2024,3,140,0,0
2,1210,1967,3,246,1,0
1,1743,1465,3,40,0,0
1,1500,1883,3,116,0,0
1,1579,1446,3,220,0,0
2,1605,1500,3,120,0,0
2,1343,1667,3,200,0,0
1,1366,1664,3,40,0,0
2,1456,1283,3,100,0,0
2,1505,1537,3,120,0,0
1,1883,1077,3,394,1,0
1,2018,2011,3,15,0,0
1,2011,2018,3,426,1,0
1,2099,2011,3,178,0,0
1,1183,1585,3,300,1,0
2,1617,1429,3,4,0,0
2,1307,1343,3,0,1,0
1,1343,1307,3,200,1,0
2,1500,1500,3,245,1,0
1,1500,1194,3,101,0,0
2,1500,1830,3,320,0,0
1,1830,1500,3,250,0,0
2,1590,1830,3,228,1,0
1,1500,1500,3,318,1,0
1,1807,1740,3,301,0,0
3,1540,1514,3,10,0,0
1,1578,1517,3,220,0,0
2,1500,1869,3,220,1,0
1,1789,1703,3,257,0,0
1,1656,1571,3,215,0,0
2,1465,1938,3,300,0,0
1,1869,1752,3,101,0,0
1,1752,1741,3,210,1,0
2,1194,1307,3,200,0,0
2,2091,2146,3,453,0,0
1,1938,1500,3,40,0,0
1,1500,1194,3,121,0,0
2,1761,1869,3,250,1,0
1,1761,1343,3,242,1,0
1,1634,1500,3,45,0,0
1,1500,1666,3,241,0,0
2,1194,1634,3,101,0,0
2,1194,1500,3,244,0,0
2,1421,1722,3,122,0,0
1,1562,1538,3,210,0,0
2,1194,1500,3,220,0,0
1,1500,1194,3,240,0,0
3,2046,2091,3,242,0,0
2,1500,1469,3,200,0,0
1,1806,2031,3,353,0,0
2,2018,2160,3,11,1,0
2,1500,1500,3,101,0,0
2,1077,1500,3,0,1,0
1,1512,1400,3,120,0,0
1,1526,1575,3,6,0,0
3,1287,1727,3,110,0,0
1,1795,1684,3,200,0,0
1,1637,1684,3,320,0,0
1,1684,1795,3,241,0,0
2,1484,1668,3,220,0,0
2,1812,1896,3,130,1,0
3,1561,1541,3,110,0,0
2,1433,1855,3,3,0,0
2,1500,1785,3,302,1,0
1,1785,1718,3,108,0,0
1,1500,1718,3,483,0,0
2,1194,1718,3,107,0,0
1,1764,1573,3,200,0,0
2,1718,1764,3,0,0,0
2,1718,1500,3,0,0,0
2,1542,1560,3,40,0,0
2,1194,1718,3,107,0,0
2,1718,1737,3,0,0,0
2,1170,1718,3,107,0,0
2,1573,1531,3,200,0,0
2,1472,1560,3,20,0,0
2,1425,1700,3,80,0,0
1,1500,1749,3,107,0,0
2,1469,1511,3,101,0,0
1,1511,1339,3,240,1,0
2,1727,1287,3,0,0,0
1,2079,1928,3,311,0,0
2,1470,1603,3,200,0,0
2,1351,1445,3,101,1,0
2,1711,1418,3,0,0,0
2,1917,2160,3,113,0,0
1,1610,1462,3,0,0,0
1,1455,1618,3,40,0,0
2,2391,2084,3,150,0,0
1,1303,1521,3,57,0,0
3,1500,1455,3,0,0,0
2,1500,1469,3,250,0,0
2,1500,1500,3,0,0,0
1,1502,1322,3,202,0,0
2,1317,1651,3,0,0,0
2,1701,1480,3,201,0,0
1,1823,1831,3,326,1,0
2,1774,1701,3,220,0,0
1,1500,1831,3,277,1,0
2,1500,1400,3,300,1,0
1,1807,1687,3,4,0,0
1,2228,2160,3,113,0,0
3,1585,1475,3,300,0,0
2,1195,1672,3,40,0,0
1,2060,1455,3,230,0,0
2,1556,1691,3,130,0,0
1,1847,1556,3,221,0,0
2,1552,1532,3,300,0,0
3,1681,1179,3,101,0,0
1,1856,1531,3,41,0,0
2,1930,1976,3,125,1,0
2,1335,1676,3,1,0,0
2,1541,1544,3,223,0,0
2,1891,1500,3,251,1,0
2,1310,1500,3,262,0,0
1,1500,1891,3,302,1,0
2,1500,1500,3,200,0,0
2,1310,1647,3,202,0,0
2,1268,1641,3,40,0,0
2,1554,1530,3,101,0,0
1,1764,1875,3,304,0,0
2,1542,1544,3,244,0,0
2,1538,1659,3,100,0,0
2,1448,1522,3,265,1,0
2,1738,2371,3,247,0,0
2,1441,1682,3,331,0,0
1,1595,1697,3,306,0,0
1,1667,1531,3,0,0,0
2,1670,1308,3,0,0,0
1,1502,1594,3,101,0,0
2,1784,2371,3,280,0,0
3,1735,1687,3,244,0,0
1,1599,1798,3,241,1,0
2,1545,1544,3,244,0,0
1,1692,1528,3,132,0,0
1,1683,1393,3,220,0,0
1,1583,1546,3,201,0,0
1,1500,1500,3,302,0,0
1,1384,1688,3,7,0,0
1,1641,1579,3,220,0,0
1,1729,1831,3,0,0,0
1,1500,1500,3,4,1,0
1,1665,1430,3,107,0,0
1,1316,1509,3,302,0,0
1,1555,1535,3,222,0,0
2,1559,1118,3,120,1,0
1,1656,1448,3,454,1,0
2,1420,1671,3,7,0,0
1,1715,1580,3,302,0,0
1,1677,1411,3,101,0,0
1,1602,1473,3,0,0,0
3,1491,1334,3,250,0,0
1,1525,1566,3,0,0,0
2,1313,1743,3,245,0,0
1,1689,1442,3,241,0,0
